PRIMARY_KEY,STATE,YEAR,ENROLL,TOTAL_REVENUE,FEDERAL_REVENUE,STATE_REVENUE,LOCAL_REVENUE,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,SUPPORT_SERVICES_EXPENDITURE,OTHER_EXPENDITURE,CAPITAL_OUTLAY_EXPENDITURE,GRADES_PK_G,GRADES_KG_G,GRADES_4_G,GRADES_8_G,GRADES_12_G,GRADES_1_8_G,GRADES_9_12_G,GRADES_ALL_G,AVG_MATH_4_SCORE,AVG_MATH_8_SCORE,AVG_READING_4_SCORE,AVG_READING_8_SCORE
2012_MASSACHUSETTS,MASSACHUSETTS,2012,922683,15763456,979175,6200945,8583336,15696061,8801567,4642633,467588,1159931,28245,69669,70952,72048,67856,568277,287506,884028,,,,
2012_MICHIGAN,MICHIGAN,2012,1421312,18622316,1866406,9796808,6959102,18063824,9070480,5802009,862829,1200582,36769,107986,112068,117640,118564,914737,492272,1443778,,,,
2012_MINNESOTA,MINNESOTA,2012,799736,10681609,740098,6642440,3299071,10696348,5672620,2555775,826218,1034162,14695,65745,62523,62335,70510,502923,262041,779659,,,,
2012_MISSISSIPPI,MISSISSIPPI,2012,490619,4477828,795110,2195720,1486998,4423270,2291333,1449935,281636,329375,4026,43208,36663,36745,29676,304011,133809,441846,,,,
2012_MISSOURI,MISSOURI,2012,893221,10022622,994192,4115324,4913106,9910617,5056789,2994397,553027,891474,29684,71778,67493,68057,64151,546068,270370,846122,,,,
2012_MONTANA,MONTANA,2012,142237,1628318,214164,761029,653125,1652537,888206,536815,73808,117001,1321,11709,10861,10895,9784,87789,42089,131199,,,,
2012_NEBRASKA,NEBRASKA,2012,300941,3764056,366016,1166374,2231666,3880517,2247992,984922,165408,374671,13831,22095,22583,21438,23152,179506,88073,281410,,,,
2012_NEVADA,NEVADA,2012,428526,4053945,403548,2401035,1249362,4109706,2049362,1336995,159943,321145,4599,35008,33462,34192,31939,273430,131953,409982,,,,
2012_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2012,190778,2963221,187243,1029325,1746653,2961684,1654634,868513,78190,160056,3260,11892,13907,14784,14600,113017,60805,177082,,,,
2012_NEW_JERSEY,NEW_JERSEY,2012,1330300,27574528,1371038,10401941,15801549,26432652,14491817,8921990,943029,940577,35128,94830,98152,100052,97048,788168,400875,1224171,,,,
2012_NEW_MEXICO,NEW_MEXICO,2012,328690,3478709,491732,2380982,605995,3616691,1688871,1097238,142740,615427,7509,27662,25474,25177,20559,205807,97242,310558,,,,
2012_NEW_YORK,NEW_YORK,2012,2644029,58981073,3769627,23314292,31897154,60216421,38431932,14662331,1490478,4094920,48712,202670,198361,200642,192112,1601541,825972,2476225,,,,
2012_NORTH_CAROLINA,NORTH_CAROLINA,2012,1462172,12788659,1831015,7648102,3309542,13418244,7521325,3817233,716796,728580,30329,121389,116264,115147,94648,928372,438375,1397076,,,,
2012_NORTH_DAKOTA,NORTH_DAKOTA,2012,97555,1345371,160050,658255,527066,1380563,685786,368323,93834,160904,1848,8578,7380,7500,7347,60569,30116,92533,,,,
2012_OHIO,OHIO,2012,1630865,22799205,2007733,9336277,11455195,22662376,10861218,7524489,924456,2416140,27558,131874,129295,133955,117623,1051867,518617,1598042,,,,
2012_OKLAHOMA,OKLAHOMA,2012,664200,5824963,773014,2869071,2182878,5594867,2736786,1898922,385999,496119,42154,55115,49274,47856,39407,397470,176812,616436,,,,
2012_OREGON,OREGON,2012,566525,6124872,550894,3038052,2535926,6314092,3250376,2057965,228474,448562,23850,42642,42401,43578,46723,342833,178239,544922,,,,
2012_PENNSYLVANIA,PENNSYLVANIA,2012,1644759,27881568,2145208,9561500,16174860,27851918,13450420,7682906,1170594,1735626,10109,129624,131315,136775,136357,1063403,557464,1630976,,,,
2012_RHODE_ISLAND,RHODE_ISLAND,2012,137400,2208278,204682,779000,1224596,2190431,1272285,727287,95213,33633,2068,10786,10831,9971,10509,84955,44672,131695,,,,
2012_SOUTH_CAROLINA,SOUTH_CAROLINA,2012,715744,7889771,848254,3586738,3454779,7948441,3749691,2489094,408649,869025,23786,58641,54058,55365,44755,444923,208648,677357,,,,
2012_SOUTH_DAKOTA,SOUTH_DAKOTA,2012,127726,1298723,212615,395054,691054,1296971,649023,379791,63166,172398,3117,11901,9657,9408,8816,78186,37267,118570,,,,
2012_TENNESSEE,TENNESSEE,2012,998638,8983224,1257953,4017946,3707325,9256522,5151260,2693334,514174,671532,27096,81186,74425,74459,66299,603243,281971,912310,,,,
2012_TEXAS,TEXAS,2012,4844744,49979753,6140296,19801928,24037529,50215314,23902458,13954303,2497013,5538370,250911,390636,378750,366857,305425,3048599,1387513,4687023,,,,
2012_UTAH,UTAH,2012,553873,4217360,426702,2158049,1632609,4330417,2161779,1052249,334499,666528,12329,50378,48362,45387,40774,381495,169077,562901,,,,
2012_VERMONT,VERMONT,2012,87968,1754161,124451,1372320,257390,1726321,904254,518561,54031,45788,5705,6273,6133,6541,6756,50089,27557,83351,,,,
2012_VIRGINIA,VIRGINIA,2012,1257332,14940479,1365551,5564504,8010424,15129464,8123166,4744530,611769,1078796,32852,96935,94005,93787,88971,759657,375975,1168484,,,,
2012_WASHINGTON,WASHINGTON,2012,1044856,11955582,1057045,7001110,3897427,12187889,5866729,3735795,524816,1552074,12466,80789,78244,79272,84981,631305,327134,970905,,,,
2012_WEST_VIRGINIA,WEST_VIRGINIA,2012,282088,3970941,432223,2014017,1524701,3536971,1893954,1155259,220973,245082,15781,21785,20181,20521,18703,164805,80673,261259,,,,
2012_WISCONSIN,WISCONSIN,2012,863314,11139967,907311,4786356,5446300,10724377,5631108,3525882,491104,449246,55008,62422,60670,61857,67130,489324,265682,810014,,,,
2012_WYOMING,WYOMING,2012,89994,1664983,144728,851896,668359,1670728,845801,540510,53299,213245,540,8131,7127,6874,6046,56619,26243,83402,,,,
2013_ALABAMA,ALABAMA,2013,744548,7197439,811739,3898347,2487353,7487741,3747993,2317243,576737,643522,9415,59757,55719,58799,48965,458327,218705,686447,232.8613325,269.1942806,218.5759534,269.5337264
2013_ALASKA,ALASKA,2013,131091,2545117,320938,1707449,516730,2665933,1324649,982442,87165,248505,3247,10632,9722,9677,9500,78835,38230,120312,236.1220044,281.5595728,209.3472882,268.8033631
2013_ARIZONA,ARIZONA,2013,941726,8164324,1178356,2934165,4051803,7600581,3824071,2643742,368750,558466,8791,86258,84282,83849,84291,679992,327144,1015927,240.3049115,279.722268,213.1341315,257.4278382
2013_ARKANSAS,ARKANSAS,2013,477716,5067546,572096,3847045,648405,5226339,2545564,1694335,281692,533975,14984,39900,36321,36660,31646,294621,140185,449790,239.8905221,277.9148025,218.5238853,261.2560926
2013_CALIFORNIA,CALIFORNIA,2013,6208733,68868516,7836263,35141208,25891045,69727119,34194878,20595508,3461759,6160059,75951,506831,470515,472381,498403,3771067,1952314,5799332,233.6544646,275.9013507,212.5459679,260.4482872
2013_COLORADO,COLORADO,2013,851063,8826868,696266,3693829,4436773,8699125,4292898,2773716,365228,758041,31741,67225,66140,63820,62836,528653,249380,809774,246.975708,289.6818001,226.6632196,261.9644908
2013_CONNECTICUT,CONNECTICUT,2013,517812,10319361,434543,3870444,6014374,9758850,5562212,2966636,359881,487318,16922,38274,39810,41460,40775,321966,169038,507926,243.4402974,285.2439723,229.5815994,261.5024557
2013_DELAWARE,DELAWARE,2013,118685,1930466,151096,1124112,655258,1924626,1030897,560882,97722,157935,1413,10488,10069,9993,8536,81303,38483,121199,243.1077582,282.3382986,225.7716512,271.0090869
2013_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2013,44179,1300036,129874,0,1170162,1308438,559940,332997,39825,375676,11867,7174,4826,4425,3326,41239,17717,70823,228.5672539,265.2593657,205.6139369,274.4595425
2013_FLORIDA,FLORIDA,2013,2680074,24681548,3027018,9455562,12198968,25245400,13833236,7622221,1689414,1411455,56470,209318,198411,206698,183422,1647922,807034,2511426,241.6758096,280.8558396,227.4631766,265.9849815
2013_GEORGIA,GEORGIA,2013,1682620,17459504,1805878,7580785,8072841,17317504,9555687,4956142,932291,1632844,45427,136658,129329,131295,103094,1051792,490032,1587251,240.0472366,279.1791109,221.8367125,247.7391537
2013_HAWAII,HAWAII,2013,184760,2331770,310778,1962923,58069,2345917,1283872,770643,144746,146656,1577,17561,14810,13228,10925,116670,50806,169053,243.3086189,281.4129223,214.8438799,276.9943674
2013_IDAHO,IDAHO,2013,272070,2015534,237912,1278155,499467,1967676,1113400,631575,107264,62882,4081,23396,22803,21991,21063,181856,87143,273080,240.7220198,286.4138816,219.302986,265.8282971
2013_ILLINOIS,ILLINOIS,2013,2069823,30057886,2311235,10382540,17364111,29517831,15285224,9509657,986182,1942608,80953,145117,152779,154578,144566,1219389,621531,1921873,239.000204,284.8976472,218.5401839,264.6157135
2013_INDIANA,INDIANA,2013,1002772,12236713,980013,7503451,3753249,11211155,5535933,3595471,527250,862576,14586,80611,77584,80754,75871,634763,316350,965699,248.5967774,287.7676538,225.3323408,259.9605695
2013_IOWA,IOWA,2013,499489,6281345,459132,3118413,2703800,6318241,3174989,1748683,254025,783793,28075,41240,35617,36238,36258,288638,145011,461724,245.7935055,285.0701378,223.8158046,270.2241686
2013_KANSAS,KANSAS,2013,488590,5667223,420820,3193838,2052565,5621023,2969201,1595974,243032,616590,18746,38534,36435,36457,32989,294099,138847,451692,246.1857019,289.5182561,223.3863688,266.898721
2013_KENTUCKY,KENTUCKY,2013,685009,7216175,867735,3960822,2387618,7413896,3663594,2323851,457079,729064,27142,52267,49770,50203,43732,405262,192256,624660,241.4699268,280.6454425,224.4275405,267.2729747
2013_LOUISIANA,LOUISIANA,2013,671156,8121179,1229248,3370399,3521532,7940880,3963343,2657751,436167,644212,29319,57377,56770,54842,41118,436614,188181,654114,231.3663086,272.7609665,210.4549632,269.0034496
2013_MAINE,MAINE,2013,184682,2650346,196466,1029166,1424714,2535405,1351259,867538,116847,70345,5004,13451,13550,13975,13964,108616,56924,170544,245.8470018,288.7311597,224.833289,266.8875236
2013_MARYLAND,MARYLAND,2013,859252,13814727,828432,6093652,6892643,13284637,7303090,4243954,357919,955586,29811,67548,64629,62322,59114,515221,253589,798621,245.1693795,286.6413811,232.0559731,269.6164717
2013_MASSACHUSETTS,MASSACHUSETTS,2013,920968,16114783,818054,6428534,8868195,16201905,9097982,4759997,467050,1283156,28189,69853,70862,72116,67429,569089,287478,884756,253.0337852,300.568235,232.373156,257.3512427
2013_MICHIGAN,MICHIGAN,2013,1381167,18270327,1636324,9882361,6751642,17468264,8885537,5675448,848456,962506,40660,106166,113420,118440,116607,910594,487518,1438772,236.8197784,280.1335971,217.3651677,269.193764
2013_MINNESOTA,MINNESOTA,2013,802454,10848720,646542,6792440,3409738,10942019,5826404,2652321,850969,1016760,14556,65618,63979,62899,69090,509390,261409,785355,253.4209611,294.5929726,227.0307418,273.8019031
2013_MISSISSIPPI,MISSISSIPPI,2013,492847,4444064,707522,2213501,1523041,4370050,2274357,1465175,284089,285801,4329,41948,36959,37896,29412,304829,132568,441726,231.1057214,271.1609673,208.5185365,277.0095591
2013_MISSOURI,MISSOURI,2013,897224,10103589,894168,4235564,4973857,10001763,5139610,3082015,566933,833040,30339,70845,67908,68401,63718,547877,269227,847443,239.5483619,282.9884579,222.3341859,265.9429631
2013_MONTANA,MONTANA,2013,142797,1671053,210593,788329,672131,1679521,907018,545326,74629,111496,1440,12038,11028,10635,9912,88513,42138,132091,243.6988846,289.228453,222.9827493,271.0196546
2013_NEBRASKA,NEBRASKA,2013,303242,3870164,366241,1217306,2286617,3913038,2318463,1026626,168033,298231,14457,24025,23097,22089,22968,180640,88555,283652,243.1579291,285.0613485,223.2527851,253.1478182
2013_NEVADA,NEVADA,2013,431776,4131800,392009,2556472,1183319,4057443,2058538,1396907,166814,222161,4707,35073,33827,34541,31450,278662,132564,415933,236.2628994,278.2866809,213.7553136,267.2150118
2013_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2013,187703,2976317,163890,1020089,1792338,2878534,1642945,879507,76488,72588,3464,11615,13953,14690,14140,111854,59377,174695,252.9935252,295.6651233,231.9983664,271.7657825
2013_NEW_JERSEY,NEW_JERSEY,2013,1338657,28070096,1145079,10986132,15938885,28179900,15489942,9131634,1218744,933676,36024,92017,98832,99950,95646,792008,399391,1227423,246.8709092,296.0533511,228.7197441,269.2219146
2013_NEW_MEXICO,NEW_MEXICO,2013,327209,3518621,519318,2401884,597419,3536546,1709797,1096508,145330,514077,7865,27368,25597,25062,20133,206295,97716,311876,232.7814329,272.7618089,205.7564054,261.6959822
2013_NEW_YORK,NEW_YORK,2013,2629805,59623918,3335657,23632698,32655563,60505950,38756656,14846782,1462376,3982327,48968,201930,196988,203267,190081,1607001,820326,2476295,240.3498169,281.8077878,223.8133626,274.3077317
2013_NORTH_CAROLINA,NORTH_CAROLINA,2013,1468228,12729402,1579889,7891977,3257536,13650536,7681386,3957680,744037,653058,30978,122209,108034,117965,96453,936407,441263,1408648,244.8017329,285.6453884,222.2277152,276.3779878
2013_NORTH_DAKOTA,NORTH_DAKOTA,2013,101025,1405349,145905,685348,574096,1516575,718970,400607,94995,224615,2054,8822,7824,7352,7389,62651,30420,95125,246.4247949,290.5151113,224.083385,255.870077
2013_OHIO,OHIO,2013,1613718,22536516,1721213,8990516,11824787,22015797,10800145,7376469,916885,1998557,28477,131003,128668,135042,114607,1049020,515611,1593108,245.5497969,289.5280968,223.8877461,266.3460632
2013_OKLAHOMA,OKLAHOMA,2013,671445,5878111,715944,2890048,2272119,5796945,2800189,1972011,404107,557341,42770,54923,49603,48583,39498,402398,179811,624979,238.9218775,275.506732,216.9888765,264.5409997
2013_OREGON,OREGON,2013,564006,6077498,471682,3041825,2563991,6228197,3261733,2067538,228499,343353,25902,42728,42858,43522,47075,345775,178595,550272,240.099252,283.5245891,219.1326742,267.7791997
2013_PENNSYLVANIA,PENNSYLVANIA,2013,1623694,28484645,2049113,9764558,16670974,28495118,15456205,7737010,1178563,1501024,8499,129360,132216,137287,135583,1063310,554067,1625876,244.01262,289.6236516,226.4023236,269.0869734
2013_RHODE_ISLAND,RHODE_ISLAND,2013,136401,2282659,193393,841875,1247391,2231413,1265936,765178,96721,35089,2242,10490,11037,10293,10403,86006,43270,131518,241.4167352,284.0922122,222.8022398,261.9314952
2013_SOUTH_CAROLINA,SOUTH_CAROLINA,2013,722249,8254462,814137,3819285,3621040,8224795,3933177,2621911,426662,853410,24295,58226,54672,56762,44624,451301,211835,687431,236.6258997,279.8246086,213.6465439,268.2826627
2013_SOUTH_DAKOTA,SOUTH_DAKOTA,2013,130296,1316613,194731,408009,713873,1332496,663258,390637,64999,179586,2865,11898,9842,9531,8485,79488,36639,118992,240.9810997,287.2703906,217.9307449,272.0853653
2013_TENNESSEE,TENNESSEE,2013,992461,9008032,1165801,4097627,3744604,9248235,5191269,2780452,534815,564756,25756,78601,74401,74909,65854,605311,283888,914955,239.774787,277.7201273,219.7353947,266.6770524
2013_TEXAS,TEXAS,2013,4897523,49734537,5695947,18873046,25165544,50674724,24226519,14150552,2585417,5472152,248150,391731,383586,379786,309069,3102385,1411436,4761971,241.9262887,288.1989676,216.9095971,261.4490507
2013_UTAH,UTAH,2013,562315,4300793,409774,2235917,1655102,4584624,2361179,1097484,309365,698249,12373,50386,49041,46409,41327,388573,174129,575075,242.8206887,284.3314862,222.7676355,268.1007728
2013_VERMONT,VERMONT,2013,89200,1817307,114697,1431621,270989,1809138,935593,538854,57026,55825,5667,6215,6159,6332,6545,49575,27233,82475,247.8032947,295.4695624,227.9865191,265.3595046
2013_VIRGINIA,VIRGINIA,2013,1264880,15322318,1108879,5874323,8339116,15634918,8445746,4874065,626080,1089417,33166,96058,95625,95778,88709,767349,377252,1177767,246.1774569,288.1429595,228.5557377,263.6841377
2013_WASHINGTON,WASHINGTON,2013,1050901,12242231,1042200,7159428,4040603,12097549,5911337,3777476,537261,1443002,11957,81559,78929,79953,84710,637352,328068,977377,246.2883381,289.9569887,225.0488633,270.0419258
2013_WEST_VIRGINIA,WEST_VIRGINIA,2013,282310,3486366,383169,2027414,1075783,3488877,1828234,1130079,225073,284685,15472,21541,20418,20634,18299,163988,79957,259417,237.4406327,274.4301347,214.6634013,274.3685477
2013_WISCONSIN,WISCONSIN,2013,863737,11097447,827432,5587013,4683002,10845059,5637545,3551036,496850,521352,56777,61522,61393,62721,66346,491376,264739,812892,244.7062916,288.7457808,220.8181034,267.5898643
2013_WYOMING,WYOMING,2013,91533,1695967,113501,881114,701352,1675477,846872,546422,52001,213920,514,8141,7086,6867,6176,57628,26449,84591,246.5224009,288.1191373,225.848975,272.0361244
2014_ALABAMA,ALABAMA,2014,740081,7357267,794090,4031547,2531630,7587737,3824295,2390530,587642,580934,11076,57939,55479,57471,49929,454081,221068,686225,,,,
2014_ALASKA,ALASKA,2014,130539,2663647,309525,1824373,529749,2727056,1346457,982843,86314,269107,3074,10559,9812,9653,9671,79112,38431,120617,,,,
2014_ARIZONA,ARIZONA,2014,943937,8361708,1102980,3182285,4076443,8109460,3902565,2858103,461316,678228,8839,83241,85535,84596,84913,687823,331552,1028214,,,,
2014_ARKANSAS,ARKANSAS,2014,479881,5193218,552738,4006889,633591,5242672,2609867,1753929,282078,424314,14834,38503,35922,36788,32428,295622,141653,452109,,,,
2014_CALIFORNIA,CALIFORNIA,2014,6224685,72389126,7415061,38410554,26563511,72506810,35539425,21594573,3581789,6124103,76641,511985,475192,467038,496901,3767745,1949755,5794141,,,,
2014_COLORADO,COLORADO,2014,865231,9162406,681230,3961719,4519457,9286626,4470568,3002964,373620,932776,31663,66068,66809,65116,63001,536632,254643,822938,,,,
2014_CONNECTICUT,CONNECTICUT,2014,511082,10743919,420593,4141590,6181736,10201500,5889381,3128453,343615,447290,17987,37654,39699,41165,40018,319247,167790,505024,,,,
2014_DELAWARE,DELAWARE,2014,120623,1954374,133055,1137764,683555,1988535,1050647,582448,103583,171618,1520,10205,10278,10035,8688,82971,39346,123837,,,,
2014_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2014,44942,1342220,134959,0,1207261,1313289,503349,375966,34409,399565,12049,7273,5264,4525,3421,43084,17634,72767,,,,
2014_FLORIDA,FLORIDA,2014,2708022,26077462,3112027,10460928,12504507,26523658,14542370,7948773,1788820,1468023,58613,204552,202424,210397,189545,1670530,823249,2552392,,,,
2014_GEORGIA,GEORGIA,2014,1699185,17821620,1804212,7837335,8180073,17668352,9635641,5197804,967343,1642099,46150,133616,131377,133128,106405,1063066,501605,1610821,,,,
2014_HAWAII,HAWAII,2014,186825,2696766,286988,2354601,55177,2504144,1386369,798677,145898,173200,1489,11661,15221,12587,10644,117974,50925,170388,,,,
2014_IDAHO,IDAHO,2014,281452,2084970,232593,1319582,532795,2012852,1108768,650395,109175,91323,2597,21509,22799,22407,19879,181354,85232,269183,,,,
2014_ILLINOIS,ILLINOIS,2014,2060632,31085621,2301827,11163462,17620332,31080869,16323537,10012961,975999,1999969,79349,139729,149399,153054,147588,1209886,621275,1910510,,,,
2014_INDIANA,INDIANA,2014,1007121,12399402,933891,7632238,3833273,11136045,5513142,3641179,526178,889924,16206,78861,75552,82669,74952,633508,316465,966179,,,,
2014_IOWA,IOWA,2014,501763,6455928,455586,3247115,2753227,6541553,3266694,1853835,259833,801317,28884,39923,36072,35827,36091,290642,145862,465388,,,,
2014_KANSAS,KANSAS,2014,496034,5813985,419415,3265012,2129558,5957954,3033016,1657449,246811,813093,19104,37524,36435,36140,32731,294230,140324,453658,,,,
2014_KENTUCKY,KENTUCKY,2014,686789,7229857,825742,3966872,2437243,7346219,3659917,2345545,454067,620745,27345,51876,50300,51246,43862,412196,196733,636274,,,,
2014_LOUISIANA,LOUISIANA,2014,665441,8352703,1272004,3455315,3625384,8140649,4026042,2731011,409510,706668,28200,56119,54030,52835,40610,437690,194791,660681,,,,
2014_MAINE,MAINE,2014,178709,2675648,182961,1032280,1460407,2550302,1369822,886844,109348,66571,5038,13274,13488,13805,13777,107797,56361,169196,,,,
2014_MARYLAND,MARYLAND,2014,865768,13982544,816033,6186736,6979775,13712839,7475952,4303895,367048,1131199,30385,66200,65382,61747,58624,523857,254072,808314,,,,
2014_MASSACHUSETTS,MASSACHUSETTS,2014,920558,16609204,791029,6587492,9230683,16518383,9407351,4969348,488065,1028761,28375,67670,69922,72190,68038,569677,288934,886986,,,,
2014_MICHIGAN,MICHIGAN,2014,1363533,18457253,1563397,10073758,6820098,17358365,8858564,5735894,831071,856907,44607,105582,110135,116804,116032,898924,484956,1428487,,,,
2014_MINNESOTA,MINNESOTA,2014,804580,11168633,630445,7603409,2934779,11300786,5986788,2803239,880403,1069928,14977,64454,63781,63805,69615,514730,263074,792781,,,,
2014_MISSISSIPPI,MISSISSIPPI,2014,492421,4480105,664697,2243098,1572310,4463078,2279076,1521319,287150,316494,4409,40543,36620,36791,28980,303333,134857,442599,,,,
2014_MISSOURI,MISSOURI,2014,892992,10256615,895743,4267069,5093803,10324249,5243167,3183894,577580,919482,31153,68753,68210,67879,63388,548958,268921,849032,,,,
2014_MONTANA,MONTANA,2014,144034,1729712,201528,822788,705396,1754324,949120,570780,77193,121753,1229,11682,11044,10807,9825,89805,41816,132850,,,,
2014_NEBRASKA,NEBRASKA,2014,307398,4005091,318179,1283012,2403900,4008633,2371149,1059275,175887,307828,15253,23951,22921,22374,23051,183467,89964,288684,,,,
2014_NEVADA,NEVADA,2014,435765,4203255,381596,2651854,1169805,4043820,2104452,1413964,170754,161354,5230,33942,34993,35318,31892,284442,134640,424312,,,,
2014_NEW_HAMPSHIRE,NEW_HAMPSHIRE,2014,184846,3042994,161989,1003995,1877010,2960615,1682021,913353,75750,87603,3639,11580,13590,14423,13856,110626,58807,173072,,,,
2014_NEW_JERSEY,NEW_JERSEY,2014,1335350,28454548,1142878,11047025,16264645,27742203,14956606,9205196,1273398,895858,55106,92560,97428,99751,95666,792613,401874,1249593,,,,
2014_NEW_MEXICO,NEW_MEXICO,2014,326637,3601387,466320,2505492,629575,3576216,1709599,1088329,147184,562323,8004,26660,25641,25272,21147,206441,99260,313705,,,,
2014_NEW_YORK,NEW_YORK,2014,2619312,61337112,3347393,24830862,33158857,62556193,40168920,15381372,1515933,4060304,57353,200507,197545,200384,190387,1607983,827493,2492829,,,,
2014_NORTH_CAROLINA,NORTH_CAROLINA,2014,1441391,13462754,1529624,7849343,4083787,13540706,7573296,4015292,747335,609013,31550,119730,115539,119636,97257,941088,454963,1427601,,,,
2014_NORTH_DAKOTA,NORTH_DAKOTA,2014,103272,1568997,155894,901032,512071,1597210,758669,422005,100586,239992,2063,9031,7995,7652,7471,65071,30421,97555,,,,
2014_OHIO,OHIO,2014,1601566,23297509,1692769,9492461,12112279,21847582,11350255,7111920,898844,1546152,31135,129013,125215,134275,115962,1044724,519938,1595797,,,,
2014_OKLAHOMA,OKLAHOMA,2014,670069,6034336,690122,2983860,2360354,6026661,2833650,2033459,404999,687788,42218,55134,47577,48487,40729,405206,184170,631594,,,,
2014_OREGON,OREGON,2014,566538,6621363,521463,3393147,2706753,6453635,3437466,2151154,242975,311077,30461,41645,42942,43521,47566,349455,179757,559673,,,,
2014_PENNSYLVANIA,PENNSYLVANIA,2014,1605292,29068069,1812609,10272392,16983068,28620630,15352999,7889064,1163079,1566997,8106,127398,129927,135683,131694,1058258,549398,1615762,,,,
2014_RHODE_ISLAND,RHODE_ISLAND,2014,135084,2313010,186551,867512,1258947,2258076,1277445,782773,92710,37897,2369,9885,10720,10899,10578,86813,42892,132074,,,,
2014_SOUTH_CAROLINA,SOUTH_CAROLINA,2014,729386,8417698,812536,3902923,3702239,8452743,4035914,2747427,430577,862750,24274,58282,55741,57025,45619,457244,216723,698241,,,,
2014_SOUTH_DAKOTA,SOUTH_DAKOTA,2014,130653,1345549,186216,413544,745789,1355439,696235,413254,68154,146035,2787,11768,10366,9441,8674,81184,37301,121272,,,,
2014_TENNESSEE,TENNESSEE,2014,992583,9237782,1095377,4315952,3826453,9432883,5296570,2805578,536241,549104,25912,74960,75248,74883,66972,606195,288408,920515,,,,
2014_TEXAS,TEXAS,2014,4949469,52776853,5643178,20510815,26622860,53096761,25364709,14803918,2682490,5766846,241826,390552,390570,388428,314039,3150946,1450441,4843213,,,,
2014_UTAH,UTAH,2014,570423,4405929,385210,2363055,1657664,4385896,2336613,1139969,302794,490911,13142,48841,49173,46969,42163,394684,178910,586736,,,,
2014_VERMONT,VERMONT,2014,87990,1895044,102434,1495453,297157,1876197,955495,553032,59714,56780,5984,5768,6211,6268,6417,49221,26338,81543,,,,
2014_VIRGINIA,VIRGINIA,2014,1273211,15347862,1009659,5994897,8343306,15690444,8464947,4964725,619387,1041633,32839,93758,95200,95558,88256,771091,382598,1186528,,,,
2014_WASHINGTON,WASHINGTON,2014,1057773,13040197,1030232,7833024,4176941,12806300,6267816,4035948,549588,1525815,12663,81212,79721,80391,87206,646445,333318,992426,,,,
2014_WEST_VIRGINIA,WEST_VIRGINIA,2014,280265,3514889,351957,2033948,1128984,3499873,1823665,1147776,222824,286099,15253,20860,20196,20501,18239,163654,80543,259450,,,,
2014_WISCONSIN,WISCONSIN,2014,865119,11330253,830568,5709579,4790106,11255186,5685955,3616770,498431,767074,55831,60424,60795,62034,65954,490627,264550,811008,,,,
2014_WYOMING,WYOMING,2014,92732,1772633,112709,965213,694711,1775999,865932,555761,50715,287977,564,7997,7438,6927,6133,58774,26732,86070,,,,
2015_ALABAMA,ALABAMA,2015,734974,7360222,795238,4080167,2484817,7501799,3817479,2414860,594283,510091,13230,55613,55808,55792,50668,452764,222182,688176,230.9774227,266.5553185,217.0490898,269.0200282
2015_ALASKA,ALASKA,2015,130755,2920986,344111,2026555,550320,2968341,1484610,1068849,92766,281914,3369,10409,10118,9400,9651,80011,38688,122068,236.328417,280.4934562,212.7926002,258.7537615
2015_ARIZONA,ARIZONA,2015,944978,8230507,1093834,3232013,3904660,7902600,3846357,2880184,478876,497662,8747,79396,86594,84084,84854,687144,333579,1029470,237.6117554,282.9194894,215.3113365,260.3170188
2015_ARKANSAS,ARKANSAS,2015,479682,5308625,581412,4075118,652095,5350543,2620399,1772639,290396,511556,16083,37509,35893,36882,32385,296050,142242,454375,235.2154697,275.0647564,218.0774962,262.7693918
2015_CALIFORNIA,CALIFORNIA,2015,6226523,78248042,7556365,42360470,28331207,78365958,38951948,23501848,3754315,6373893,,530531,485885,465322,492835,3748465,1941009,,231.549345,275.324573,212.6779485,258.768268
2015_COLORADO,COLORADO,2015,872320,9648297,715254,4354525,4578518,9557682,4578938,3170482,397263,923360,32224,64631,68176,65957,65317,541348,260909,834481,241.5635756,285.5391887,224.0232249,258.9868426
2015_CONNECTICUT,CONNECTICUT,2015,505366,11099837,444073,4353546,6302218,10542667,6006275,3233901,362941,530491,18385,36641,39077,40320,40321,315851,167056,501292,240.1594689,283.9566773,228.9475434,268.0732253
2015_DELAWARE,DELAWARE,2015,121845,2017075,137544,1142333,737198,1975093,1072395,583951,122741,103129,1553,10040,10533,10090,8782,83409,39845,124807,238.6780188,279.8102438,223.6986968,273.0480304
2015_DISTRICT_OF_COLUMBIA,DISTRICT_OF_COLUMBIA,2015,46155,1382282,146366,0,1235916,1360942,557345,379854,41841,381902,12316,7319,5701,4430,3867,44996,18884,76196,231.3075251,263.0597763,212.3053477,262.6132907
2015_FLORIDA,FLORIDA,2015,2743641,26971491,3118041,10661586,13191864,27277049,14931173,8186082,1816178,1681665,60122,199514,215435,206785,192877,1692825,839773,2592720,242.6643209,275.323818,227.188969,247.6534449
