,STATE,YEAR,TOTAL_EXPENDITURE,INSTRUCTION_EXPENDITURE,4TH_ENROLLED,8TH_ENROLLED,TOTAL_ENROLLMENT,4_AVG_MATH_SCORE,8_AVG_MATH_SCORE,4_AVG_RDG_SCORE,8_AVG_RDG_SCORE,PRISONER_COUNT,STATE_POPULATION,VIOLENT_CRIME_TOTAL,PROPERTY_CRIME_TOTAL,TOTAL_JAIL_ADM,ASIAN_JAIL_POP,BLACK_JAIL_POP,LATINO_JAIL_POP,NATIVE_JAIL_POP,WHITE_JAIL_POP,ASIAN_PRISON_POP,BLACK_PRISON_POP,LATINO_PRISON_POP,NATIVE_PRISON_POP,OTHER_PRISON_POP,WHITE_PRISON_POP
96,ILLINOIS,2007,"$23,401,917.00","$11,692,204.00","152,895","161,310","1,967,050",237.29,280.50,219.39,240.79,"45,215","12,852,548","68,528","377,322",193270.0,0.43%,62.44%,14.46%,0.06%,22.20%,0.28%,67.59%,13.99%,0.10%,0.02%,18.01%
97,ILLINOIS,2008,"$25,696,866.00","$12,676,038.00","152,951","159,272","1,972,738",nan,nan,nan,nan,"45,474","12,901,563","67,780","378,355",198765.0,0.39%,65.38%,12.69%,0.06%,23.91%,0.34%,66.38%,15.23%,0.12%,0.03%,17.90%
98,ILLINOIS,2009,"$27,716,187.00","$13,520,105.00","154,405","155,003","1,956,078",238.29,282.43,219.17,272.46,"45,161","12,910,409","64,185","353,347",209916.0,0.44%,64.89%,17.71%,0.05%,20.31%,0.40%,66.07%,16.24%,0.13%,0.03%,17.13%
99,ILLINOIS,2010,"$28,560,306.00","$14,668,228.00","153,781","154,293","1,945,429",nan,nan,nan,nan,"48,418","12,841,980","57,132","349,064",140770.0,0.38%,65.99%,15.82%,0.05%,18.53%,0.37%,66.58%,15.88%,0.16%,0.05%,16.97%
100,ILLINOIS,2011,"$28,525,858.00","$14,636,402.00","151,870","153,828","1,937,608",238.84,283.23,219.36,262.12,"48,427","12,859,752","54,523","344,468",156683.0,0.41%,64.92%,14.97%,0.04%,20.16%,0.31%,65.42%,15.38%,0.09%,0.05%,18.76%
101,ILLINOIS,2012,"$29,067,543.00","$14,896,596.00","151,409","152,505","1,925,565",nan,nan,nan,nan,"49,348","12,868,192","53,556","332,706",109345.0,0.37%,69.41%,15.91%,0.05%,13.33%,0.27%,70.18%,15.32%,0.07%,0.05%,14.11%
102,ILLINOIS,2013,"$29,517,831.00","$15,285,224.00","152,779","154,578","1,921,873",239.00,284.90,218.54,264.62,"48,653","12,890,552","51,956","296,048",129451.0,2.59%,21.10%,29.80%,0.52%,37.50%,0.27%,68.56%,14.55%,0.07%,0.04%,16.50%
103,ILLINOIS,2014,"$31,080,869.00","$16,323,537.00","149,399","153,054","1,910,510",nan,nan,nan,nan,"48,278","12,880,580","47,663","267,385",168756.0,0.37%,62.10%,14.60%,0.06%,17.31%,0.33%,68.39%,14.48%,0.06%,0.04%,16.70%
104,INDIANA,2002,"$9,353,054.00","$4,586,033.00","78,909","79,338","929,556",nan,nan,nan,nan,"20,349","6,156,913","22,001","208,965",122742.0,0.30%,23.53%,2.82%,0.14%,42.84%,0.14%,53.97%,2.65%,0.17%,0.16%,42.89%
105,INDIANA,2003,"$9,777,720.00","$4,785,880.00","77,484","81,494","937,134",237.97,281.22,220.41,264.53,"21,345","6,199,571","21,842","208,039",133016.0,0.11%,25.99%,2.59%,0.14%,52.56%,0.11%,48.90%,2.56%,0.16%,0.21%,48.07%
106,INDIANA,2004,"$10,312,694.00","$5,005,025.00","78,079","82,728","948,206",nan,nan,nan,nan,"21,984","6,226,537","20,294","211,929",147656.0,0.12%,39.58%,2.70%,0.15%,53.95%,0.12%,52.17%,2.89%,0.18%,0.16%,44.48%
107,INDIANA,2005,"$11,071,431.00","$5,343,758.00","79,078","82,021","959,555",240.07,281.71,218.07,238.20,"22,760","6,266,019","20,302","216,778",125391.0,0.11%,37.78%,2.58%,0.18%,58.66%,0.11%,48.81%,3.25%,0.14%,0.11%,47.59%
108,INDIANA,2006,"$11,260,755.00","$5,348,450.00","78,177","82,067","966,795",nan,nan,nan,nan,"24,901","6,313,520","20,303","217,783",125700.0,0.13%,31.04%,3.15%,0.28%,65.46%,0.11%,49.36%,3.30%,0.14%,0.20%,46.88%
109,INDIANA,2007,"$11,462,062.00","$5,511,104.00","78,204","80,850","971,319",245.14,285.01,221.67,272.69,"25,137","6,345,289","21,310","213,887",99440.0,0.10%,30.02%,2.85%,0.12%,68.07%,0.08%,51.06%,2.88%,0.09%,0.17%,45.71%
110,INDIANA,2008,"$10,865,851.00","$5,504,992.00","78,842","80,874","969,839",nan,nan,nan,nan,"26,392","6,376,792","21,525","213,639",122648.0,0.16%,25.48%,2.66%,0.10%,54.16%,0.13%,49.85%,3.39%,0.10%,0.19%,46.33%
111,INDIANA,2009,"$11,218,398.00","$5,548,292.00","79,992","80,983","968,437",242.62,286.81,222.66,264.36,"26,748","6,423,113","21,455","199,907",108613.0,0.14%,31.18%,6.05%,0.15%,44.00%,0.15%,51.51%,4.47%,0.13%,0.19%,43.54%
112,INDIANA,2010,"$11,502,534.00","$5,746,633.00","82,387","79,790","970,467",nan,nan,nan,nan,"27,273","6,490,622","20,983","199,274",139050.0,0.16%,24.10%,2.77%,0.16%,56.79%,0.14%,46.69%,4.00%,0.10%,0.36%,48.71%
113,INDIANA,2011,"$11,113,533.00","$5,609,296.00","78,627","79,586","962,599",243.84,285.00,220.73,262.36,"27,402","6,516,353","21,619","206,016",133096.0,0.10%,33.45%,3.92%,0.22%,62.84%,0.19%,47.10%,4.10%,0.11%,0.28%,48.22%
114,INDIANA,2012,"$11,351,906.00","$5,659,432.00","75,678","79,908","960,688",nan,nan,nan,nan,"28,034","6,537,782","22,544","197,994",125655.0,0.25%,33.50%,2.91%,0.18%,60.23%,0.21%,48.15%,3.92%,0.14%,0.31%,47.27%
115,INDIANA,2013,"$11,211,155.00","$5,535,933.00","77,584","80,754","965,699",248.60,287.77,225.33,259.96,"28,495","6,570,713","23,627","187,472",93655.0,0.37%,34.54%,7.08%,0.14%,56.45%,0.19%,51.86%,4.10%,0.17%,0.35%,43.33%
116,INDIANA,2014,"$11,136,045.00","$5,513,142.00","75,552","82,669","966,179",nan,nan,nan,nan,"32,493","6,596,855","24,099","174,776",57489.0,0.11%,19.94%,3.10%,0.38%,55.47%,0.13%,45.08%,4.01%,0.11%,0.39%,50.28%
117,INDIANA,2015,"$11,378,564.00","$5,537,406.00","77,751","79,198","968,731",247.65,287.18,227.28,268.55,"26,586","6,619,680","25,653","171,847",57659.0,0.11%,31.97%,4.19%,0.53%,69.19%,0.10%,45.10%,3.84%,0.10%,0.30%,50.55%
118,IOWA,2001,"$4,211,493.00","$1,994,331.00","36,106","37,115","446,874",nan,nan,nan,nan,"7,962","2,931,967","7,865","88,634",32362.0,1.57%,19.82%,14.65%,2.30%,70.23%,1.06%,22.48%,6.01%,3.03%,0.51%,66.88%
119,IOWA,2002,"$4,418,238.00","$2,109,878.00","34,803","37,281","439,782",nan,nan,nan,nan,"8,398","2,935,840","8,388","92,877",31707.0,1.00%,16.88%,15.20%,2.01%,63.99%,1.07%,22.46%,6.32%,3.10%,0.48%,66.53%
120,IOWA,2003,"$4,517,990.00","$2,157,225.00","34,290","38,428","442,301",238.48,283.95,223.27,238.70,"8,546","2,941,976","8,175","87,554",22579.0,0.82%,15.41%,7.52%,0.45%,65.91%,1.19%,23.14%,5.85%,0.97%,0.38%,68.47%
121,IOWA,2004,"$4,443,289.00","$2,256,107.00","33,743","38,097","441,606",nan,nan,nan,nan,"8,525","2,952,904","8,499","85,775",32431.0,0.92%,17.01%,7.59%,0.34%,68.74%,1.20%,23.11%,6.09%,1.00%,0.40%,68.20%
122,IOWA,2005,"$4,599,549.00","$2,323,233.00","34,160","38,145","446,047",239.88,283.81,220.81,270.51,"8,737","2,965,524","8,697","84,370",33298.0,0.61%,16.95%,7.92%,0.41%,68.73%,1.18%,22.46%,6.13%,1.00%,0.37%,68.86%
123,IOWA,2006,"$4,930,613.00","$2,425,326.00","34,245","37,031","445,530",nan,nan,nan,nan,"8,838","2,982,085","8,521","84,202",37847.0,0.60%,19.86%,8.08%,0.50%,72.36%,1.09%,23.10%,6.10%,0.80%,0.32%,68.59%
124,IOWA,2007,"$5,198,975.00","$2,557,629.00","34,590","36,040","447,296",242.82,285.23,224.89,259.79,"8,692","2,988,046","8,970","79,133",39539.0,0.56%,15.99%,8.19%,4.53%,58.95%,0.98%,23.59%,7.70%,2.72%,0.22%,64.80%
125,IOWA,2008,"$5,495,756.00","$2,737,356.00","35,031","35,324","449,037",nan,nan,nan,nan,"8,723","3,002,555","8,651","73,273",48586.0,0.83%,24.28%,7.49%,0.30%,67.10%,1.17%,26.36%,5.70%,0.53%,0.20%,66.03%
126,IOWA,2009,"$5,732,186.00","$2,914,176.00","35,225","35,239","452,886",242.60,284.17,221.42,260.24,"8,914","3,007,856","8,485","70,080",32783.0,0.80%,18.14%,8.75%,0.64%,62.76%,1.44%,25.76%,7.11%,0.77%,0.18%,64.74%
127,IOWA,2010,"$5,941,449.00","$2,970,150.00","35,071","35,263","456,469",nan,nan,nan,nan,"9,457","3,050,202","8,191","68,740",34670.0,0.85%,22.75%,10.72%,0.33%,57.45%,1.26%,29.69%,6.57%,0.58%,0.07%,61.84%
128,IOWA,2011,"$6,057,294.00","$2,995,991.00","34,951","35,498","455,683",242.60,284.92,220.71,257.19,"9,115","3,064,097","7,883","72,043",43205.0,0.96%,20.71%,12.67%,0.32%,65.08%,1.24%,24.51%,7.99%,0.48%,0.20%,65.58%
129,IOWA,2012,"$6,256,926.00","$3,072,424.00","35,492","35,694","458,444",nan,nan,nan,nan,"8,735","3,075,039","8,167","70,357",45986.0,1.16%,21.29%,11.54%,2.32%,64.91%,1.19%,24.18%,7.82%,2.81%,0.13%,63.87%
130,IOWA,2013,"$6,318,241.00","$3,174,989.00","35,617","36,238","461,724",245.79,285.07,223.82,270.22,"8,707","3,092,341","8,443","67,976",47793.0,0.81%,20.63%,11.52%,2.54%,59.42%,1.09%,25.37%,7.66%,2.91%,0.16%,62.82%
131,IOWA,2014,"$6,541,553.00","$3,266,694.00","36,072","35,827","465,388",nan,nan,nan,nan,"8,845","3,107,126","8,497","65,056",54018.0,1.02%,21.40%,9.52%,1.43%,59.55%,0.86%,25.31%,8.77%,2.57%,0.08%,62.41%
132,IOWA,2015,"$6,772,654.00","$3,383,909.00","37,030","35,965","468,796",243.34,286.42,223.63,266.81,"8,864","3,123,899","8,936","63,957",44997.0,1.22%,18.46%,8.72%,2.07%,58.78%,1.31%,27.10%,8.41%,2.52%,0.02%,60.64%
133,KENTUCKY,2001,"$4,350,588.00","$2,467,964.00","49,288","47,019","602,920",nan,nan,nan,nan,"10,720","4,068,816","10,510","107,356",79287.0,0.12%,15.37%,2.72%,0.00%,80.46%,0.00%,14.91%,0.31%,0.00%,0.10%,84.68%
134,KENTUCKY,2002,"$4,541,670.00","$2,598,897.00","48,636","48,934","608,653",nan,nan,nan,nan,"11,583","4,089,822","11,101","108,590",72227.0,0.12%,13.63%,2.23%,0.03%,82.56%,0.00%,15.16%,0.46%,0.00%,0.18%,84.20%
135,KENTUCKY,2003,"$4,700,494.00","$2,688,476.00","47,890","50,186","609,861",228.73,274.28,219.04,257.30,"11,660","4,118,189","10,232","103,370",126088.0,0.06%,25.94%,3.96%,0.04%,71.52%,0.06%,26.93%,1.09%,0.00%,0.28%,71.64%
136,KENTUCKY,2004,"$5,259,909.00","$2,723,672.00","47,872","51,172","620,284",nan,nan,nan,nan,"13,322","4,141,835","10,152","105,209",162663.0,0.16%,30.46%,3.38%,0.08%,69.41%,0.07%,35.86%,1.22%,0.00%,0.34%,62.50%
137,KENTUCKY,2005,"$5,750,671.00","$2,864,633.00","47,639","50,701","624,506",231.49,273.98,219.93,256.87,"14,904","4,172,608","11,134","105,608",101497.0,0.10%,31.43%,3.49%,0.10%,67.20%,0.08%,37.16%,1.01%,0.00%,0.43%,61.32%
138,KENTUCKY,2006,"$6,112,978.00","$3,082,253.00","47,975","50,323","628,019",nan,nan,nan,nan,"15,589","4,206,074","11,361","109,428",61320.0,0.03%,13.90%,2.34%,0.05%,81.12%,0.00%,13.70%,0.64%,0.00%,1.25%,84.41%
139,KENTUCKY,2007,"$6,351,636.00","$3,184,235.00","49,250","49,723","615,972",235.09,278.70,222.43,251.33,"15,364","4,241,474","12,329","107,987",57937.0,0.33%,16.65%,3.64%,0.09%,76.58%,0.00%,14.46%,0.85%,0.00%,0.75%,83.94%
140,KENTUCKY,2008,"$6,793,215.00","$3,422,359.00","49,875","49,668","619,126",nan,nan,nan,nan,"15,260","4,269,245","12,690","114,492",90920.0,0.14%,22.13%,4.66%,0.10%,71.39%,0.00%,18.31%,0.87%,0.00%,0.73%,80.09%
141,KENTUCKY,2009,"$6,831,006.00","$3,468,191.00","51,027","49,298","628,441",238.84,279.28,225.61,264.84,"14,984","4,314,113","11,000","108,914",54041.0,0.08%,18.47%,1.85%,0.06%,79.66%,0.00%,15.71%,0.28%,0.00%,0.39%,83.63%
142,KENTUCKY,2010,"$7,092,071.00","$3,616,584.00","51,189","48,525","621,577",nan,nan,nan,nan,"14,501","4,347,223","10,604","111,170",75469.0,0.18%,13.17%,4.15%,0.02%,77.09%,0.00%,10.33%,0.62%,0.00%,0.57%,88.48%
143,KENTUCKY,2011,"$7,253,850.00","$3,663,998.00","49,894","50,043","629,177",240.83,281.61,225.14,265.64,"14,001","4,366,814","10,465","119,037",111483.0,0.10%,22.62%,2.83%,0.04%,72.47%,0.06%,29.69%,0.98%,0.05%,0.73%,68.49%
144,KENTUCKY,2012,"$7,444,529.00","$3,697,663.00","50,583","50,259","630,798",nan,nan,nan,nan,"12,998","4,379,730","9,852","112,800",84795.0,0.11%,13.11%,3.08%,0.11%,78.53%,0.00%,10.17%,0.65%,0.00%,0.92%,88.26%
145,KENTUCKY,2013,"$7,413,896.00","$3,663,594.00","49,770","50,203","624,660",241.47,280.65,224.43,267.27,"12,141","4,399,583","9,280","104,448",95396.0,0.06%,18.76%,2.55%,0.12%,74.81%,0.00%,15.50%,0.88%,0.00%,0.94%,82.68%
146,KENTUCKY,2014,"$7,346,219.00","$3,659,917.00","50,300","51,246","636,274",nan,nan,nan,nan,"12,114","4,413,457","9,340","99,166",75006.0,0.06%,15.13%,6.76%,0.09%,79.85%,0.00%,10.92%,1.00%,0.00%,1.24%,86.83%
147,KENTUCKY,2015,"$7,554,887.00","$3,807,748.00","51,339","49,774","636,640",241.73,277.95,228.06,268.20,"11,959","4,425,092","9,676","96,362",109278.0,0.05%,24.88%,3.44%,0.15%,70.34%,0.15%,27.63%,1.09%,0.00%,1.23%,69.89%
148,MAINE,2001,"$1,958,646.00","$1,118,171.00","15,883","17,347","189,450",nan,nan,nan,nan,"1,675","1,284,470","1,435","33,154",765.0,0.00%,0.00%,0.00%,0.00%,95.00%,0.00%,0.00%,0.00%,0.00%,0.00%,95.00%
149,MAINE,2002,"$2,057,022.00","$1,180,701.00","15,194","17,131","188,140",nan,nan,nan,nan,"1,855","1,294,894","1,396","32,985",730.0,0.00%,0.00%,0.00%,0.00%,95.24%,0.00%,0.00%,0.00%,0.00%,0.00%,100.00%
150,MAINE,2003,"$2,154,117.00","$1,255,095.00","14,841","17,321","188,045",237.62,281.90,223.86,251.28,"1,974","1,309,205","1,422","32,078",695.0,0.00%,0.00%,0.00%,0.00%,90.91%,0.00%,0.00%,0.00%,0.00%,0.00%,96.55%
151,MAINE,2004,"$2,291,174.00","$1,304,255.00","14,439","16,850","185,133",nan,nan,nan,nan,"2,013","1,314,985","1,364","31,740",660.0,0.00%,0.00%,0.00%,0.00%,95.45%,0.00%,0.00%,0.00%,0.00%,0.00%,96.97%
152,MAINE,2005,"$2,325,138.00","$1,355,800.00","14,198","16,692","181,732",240.69,281.06,224.58,264.30,"1,970","1,318,220","1,483","31,889",626.0,0.00%,0.00%,0.00%,0.00%,95.65%,0.00%,0.00%,0.00%,0.00%,2.70%,100.00%
153,MAINE,2006,"$2,381,439.00","$1,376,177.00","14,192","15,782","179,985",nan,nan,nan,nan,"2,083","1,321,574","1,533","33,658",626.0,0.00%,0.00%,0.00%,0.00%,95.65%,0.00%,0.00%,0.00%,0.00%,2.38%,97.62%
154,MAINE,2007,"$2,501,127.00","$1,459,635.00","14,238","15,334","182,535",242.37,286.47,225.54,262.83,"2,148","1,317,207","1,565","32,249",626.0,0.00%,0.00%,0.00%,0.00%,95.65%,0.00%,0.00%,0.00%,0.00%,2.17%,100.00%
155,MAINE,2008,"$2,582,293.00","$1,359,995.00","13,860","14,886","179,460",nan,nan,nan,nan,"2,047","1,316,456","1,572","32,433",626.0,0.00%,0.00%,0.00%,0.00%,95.65%,0.00%,0.00%,0.00%,0.00%,1.96%,98.04%
156,MAINE,2009,"$2,624,504.00","$1,383,650.00","13,769","14,438","175,521",244.46,286.36,223.79,265.69,"2,074","1,318,301","1,580","31,706",626.0,0.00%,0.00%,0.00%,0.00%,95.65%,0.00%,0.00%,0.00%,0.00%,1.82%,98.18%
157,MAINE,2010,"$2,680,693.00","$1,421,800.00","13,728","14,358","175,258",nan,nan,nan,nan,"1,954","1,327,379","1,621","32,900",626.0,0.00%,0.00%,0.00%,0.00%,95.65%,0.00%,0.00%,0.00%,0.00%,1.67%,98.33%
158,MAINE,2011,"$2,728,535.00","$1,431,522.00","13,533","14,584","175,325",244.26,288.73,222.04,264.55,"1,978","1,328,544","1,638","33,829",7758.0,0.00%,7.17%,3.14%,5.38%,91.03%,0.00%,2.89%,0.00%,6.44%,2.44%,88.22%
159,MAINE,2012,"$2,625,759.00","$1,376,755.00","13,345","14,127","172,012",nan,nan,nan,nan,"1,977","1,328,501","1,626","33,398",8214.0,0.00%,6.93%,2.92%,5.11%,100.00%,0.00%,4.31%,0.00%,7.80%,2.26%,85.63%
160,MAINE,2013,"$2,535,405.00","$1,351,259.00","13,550","13,975","170,544",245.85,288.73,224.83,266.89,"2,073","1,328,702","1,761","30,454",6671.0,0.00%,4.68%,2.55%,4.26%,106.81%,0.00%,4.78%,0.00%,6.03%,1.46%,87.73%
161,MAINE,2014,"$2,550,302.00","$1,369,822.00","13,488","13,805","169,196",nan,nan,nan,nan,"2,199","1,330,089","1,700","26,421",15275.0,0.29%,5.10%,1.60%,1.60%,93.44%,0.44%,10.42%,0.00%,3.44%,2.44%,83.26%
162,MAINE,2015,"$2,596,180.00","$1,406,898.00","13,311","13,544","168,778",242.24,284.88,223.73,267.77,"2,190","1,329,328","1,729","24,327",10756.0,0.00%,6.72%,1.34%,1.15%,85.41%,0.97%,12.38%,0.00%,3.68%,3.87%,79.11%
163,MARYLAND,2001,"$7,981,362.00","$4,172,982.00","67,448","66,211","798,553",nan,nan,nan,nan,"23,739","5,386,079","42,088","219,512",78649.0,0.30%,70.13%,3.53%,0.03%,28.52%,0.15%,81.51%,0.00%,0.06%,0.76%,17.52%
164,MARYLAND,2002,"$8,568,446.00","$4,482,809.00","65,824","67,984","804,678",nan,nan,nan,nan,"24,114","5,450,525","42,015","217,105",72479.0,0.46%,66.68%,4.26%,0.03%,30.73%,0.12%,82.24%,0.00%,0.07%,1.07%,16.51%
165,MARYLAND,2003,"$8,732,518.00","$4,738,579.00","65,119","68,967","808,553",233.08,277.72,218.67,264.44,"23,768","5,512,310","38,778","209,418",89355.0,0.51%,67.22%,4.01%,0.05%,29.97%,0.09%,79.96%,0.00%,0.05%,0.81%,19.09%
166,MARYLAND,2004,"$8,921,938.00","$4,963,083.00","63,776","69,567","810,723",nan,nan,nan,nan,"23,289","5,561,332","38,961","202,474",35648.0,1.08%,41.95%,7.57%,0.06%,47.78%,0.21%,53.08%,0.00%,0.00%,1.54%,45.17%
167,MARYLAND,2005,"$9,782,665.00","$5,154,440.00","62,347","68,400","803,162",238.42,277.93,220.03,263.52,"22,553","5,589,599","39,369","198,483",79570.0,0.74%,60.80%,5.79%,0.05%,29.35%,0.11%,78.54%,0.00%,0.04%,0.67%,20.64%
168,MARYLAND,2006,"$10,585,292.00","$5,535,192.00","61,045","66,332","795,507",nan,nan,nan,nan,"22,662","5,615,727","38,111","195,484",74832.0,0.41%,65.30%,5.91%,0.05%,26.79%,0.12%,79.27%,0.00%,0.05%,1.40%,19.16%
169,MARYLAND,2007,"$11,541,225.00","$6,031,042.00","60,281","65,088","786,245",240.33,285.73,224.78,264.10,"23,184","5,618,344","36,063","192,796",89983.0,0.13%,66.09%,6.96%,0.08%,27.72%,0.11%,78.66%,0.00%,0.04%,1.41%,19.78%
170,MARYLAND,2008,"$12,739,693.00","$6,614,339.00","59,512","63,639","783,331",nan,nan,nan,nan,"23,141","5,633,597","35,393","198,165",93295.0,0.17%,65.40%,6.13%,0.13%,30.04%,0.12%,76.28%,0.00%,0.05%,0.80%,22.75%
171,MARYLAND,2009,"$12,757,599.00","$6,899,346.00","61,183","62,590","786,984",243.80,288.34,226.05,264.89,"22,066","5,699,478","33,625","182,295",82365.0,0.03%,64.07%,6.89%,0.10%,27.71%,0.10%,78.79%,0.00%,0.03%,0.29%,20.78%
172,MARYLAND,2010,"$13,205,691.00","$7,147,880.00","60,765","61,971","789,507",nan,nan,nan,nan,"22,856","5,785,681","31,607","173,309",40778.0,0.13%,40.90%,13.52%,0.23%,43.82%,0.15%,56.15%,0.00%,0.00%,0.47%,43.23%
173,MARYLAND,2011,"$13,247,697.00","$7,205,515.00","63,118","61,917","789,359",247.11,288.00,230.78,267.34,"23,001","5,839,572","28,817","166,846",42119.0,0.15%,39.35%,13.73%,0.20%,48.09%,0.09%,55.30%,0.00%,0.00%,0.27%,44.34%
174,MARYLAND,2012,"$13,212,140.00","$7,140,620.00","63,703","60,908","792,742",nan,nan,nan,nan,"21,810","5,884,868","28,086","162,309",55155.0,0.02%,79.77%,1.81%,0.04%,18.13%,0.11%,85.60%,0.00%,0.09%,1.02%,13.18%
175,MARYLAND,2013,"$13,284,637.00","$7,303,090.00","64,629","62,322","798,621",245.17,286.64,232.06,269.62,"21,705","5,938,737","28,235","157,918",91510.0,0.02%,74.76%,3.25%,0.02%,17.16%,0.11%,85.60%,0.00%,0.09%,1.02%,13.18%
176,MARYLAND,2014,"$13,712,839.00","$7,475,952.00","65,382","61,747","808,314",nan,nan,nan,nan,"21,266","5,976,407","26,661","149,859",47810.0,0.02%,74.78%,3.31%,0.02%,16.96%,0.11%,85.60%,0.00%,0.09%,1.02%,13.18%
177,MARYLAND,2015,"$13,882,823.00","$7,686,024.00","66,910","63,777","814,671",239.50,283.15,222.94,255.47,"20,951","6,006,401","27,462","139,048",38479.0,0.05%,66.76%,4.53%,0.02%,18.33%,0.11%,85.60%,0.00%,0.09%,1.02%,13.18%
178,MASSACHUSETTS,2008,"$14,631,545.00","$8,479,345.00","70,666","73,170","889,647",nan,nan,nan,nan,"11,174","6,497,967","30,137","155,919",55626.0,1.57%,29.67%,22.20%,0.44%,41.86%,1.67%,33.04%,23.43%,0.58%,0.49%,40.79%
179,MASSACHUSETTS,2009,"$15,174,814.00","$8,885,949.00","71,078","72,093","887,862",252.25,298.85,233.75,266.80,"11,156","6,593,587","30,503","153,178",56187.0,1.46%,27.92%,21.18%,0.20%,42.03%,1.76%,32.75%,22.62%,0.68%,0.54%,41.64%
180,MASSACHUSETTS,2010,"$14,857,823.00","$8,479,433.00","71,140","71,588","887,191",nan,nan,nan,nan,"11,162","6,555,466","30,737","154,496",50530.0,1.50%,28.22%,22.42%,0.22%,43.80%,1.65%,32.55%,22.41%,0.66%,0.66%,42.06%
181,MASSACHUSETTS,2011,"$15,150,898.00","$8,685,894.00","70,404","72,758","884,414",253.40,298.51,236.77,268.83,"11,467","6,607,003","28,232","148,829",51458.0,1.43%,27.80%,23.17%,0.23%,44.27%,1.76%,32.25%,21.80%,0.71%,0.60%,42.88%
182,MASSACHUSETTS,2012,"$15,696,061.00","$8,801,567.00","70,952","72,048","884,028",nan,nan,nan,nan,"11,127","6,645,303","27,047","143,325",55824.0,1.40%,22.93%,24.12%,0.21%,41.30%,1.78%,28.72%,24.52%,0.61%,0.62%,43.75%
183,MASSACHUSETTS,2013,"$16,201,905.00","$9,097,982.00","70,862","72,116","884,756",253.03,300.57,232.37,257.35,"10,622","6,708,874","27,264","137,274",37891.0,1.52%,20.02%,17.47%,0.29%,37.48%,1.75%,31.63%,20.40%,0.58%,0.87%,44.76%
184,MASSACHUSETTS,2014,"$16,518,383.00","$9,407,351.00","69,922","72,190","886,986",nan,nan,nan,nan,"10,447","6,745,408","26,399","125,267",31658.0,0.81%,23.09%,22.38%,0.23%,42.84%,2.07%,33.86%,21.94%,0.47%,0.73%,40.93%
185,MASSACHUSETTS,2015,"$16,972,319.00","$9,774,884.00","70,892","72,176","895,431",250.57,296.91,235.28,268.39,"9,493","6,794,422","26,562","114,871",12442.0,0.50%,13.94%,22.08%,0.32%,55.41%,2.63%,20.47%,22.18%,0.57%,0.65%,53.49%
186,MICHIGAN,2001,"$17,573,761.00","$8,136,476.00","131,673","129,908","1,569,618",nan,nan,nan,nan,"48,849","10,006,266","55,424","352,353",162588.0,0.25%,45.36%,3.17%,0.40%,50.39%,0.23%,62.96%,0.00%,0.36%,0.15%,36.30%
187,MICHIGAN,2002,"$18,881,772.00","$8,402,799.00","131,504","135,649","1,607,558",nan,nan,nan,nan,"50,591","10,043,221","54,306","335,060",216808.0,0.60%,43.46%,5.17%,0.52%,50.54%,0.23%,59.96%,0.00%,0.50%,0.12%,39.19%
188,MICHIGAN,2003,"$19,680,370.00","$8,725,075.00","127,659","139,797","1,582,187",235.69,276.44,218.79,264.83,"49,358","10,082,364","51,550","330,565",205293.0,1.25%,38.59%,5.57%,0.63%,51.53%,0.29%,60.86%,0.00%,0.56%,0.16%,38.13%
189,MICHIGAN,2004,"$20,060,708.00","$9,094,564.00","125,319","137,898","1,574,380",nan,nan,nan,nan,"48,831","10,104,206","49,737","309,805",237315.0,0.47%,45.41%,2.77%,0.42%,52.42%,0.26%,61.40%,0.00%,0.55%,0.15%,37.64%
190,MICHIGAN,2005,"$20,489,512.00","$9,269,314.00","121,830","134,113","1,572,460",237.71,277.35,218.26,267.00,"49,493","10,100,833","55,936","312,892",188496.0,0.29%,45.48%,2.12%,0.44%,51.04%,0.25%,61.38%,0.00%,0.53%,0.17%,37.67%
191,MICHIGAN,2006,"$20,626,758.00","$9,400,832.00","120,173","130,582","1,554,514",nan,nan,nan,nan,"51,515","10,095,643","56,981","325,594",189494.0,0.13%,45.71%,2.18%,0.45%,51.77%,0.24%,60.62%,0.00%,0.63%,0.20%,38.31%
192,MICHIGAN,2007,"$19,839,838.00","$9,608,836.00","118,931","126,608","1,547,380",237.61,276.83,220.12,267.41,"50,233","10,071,822","53,765","308,550",223118.0,0.20%,42.42%,2.48%,0.48%,51.82%,0.23%,59.34%,0.00%,0.61%,0.26%,39.57%
193,MICHIGAN,2008,"$20,703,780.00","$9,608,877.00","117,432","123,823","1,517,746",nan,nan,nan,nan,"48,738","10,003,422","51,512","295,100",153704.0,0.24%,47.30%,3.57%,0.51%,46.79%,0.22%,63.60%,0.00%,0.53%,0.28%,35.37%
194,MICHIGAN,2009,"$19,992,550.00","$9,422,685.00","118,702","121,463","1,507,838",236.28,278.27,218.24,266.85,"45,478","9,969,727","49,825","284,019",183436.0,0.22%,44.65%,3.27%,0.39%,49.39%,0.23%,61.75%,0.00%,0.52%,0.24%,37.27%
195,MICHIGAN,2010,"$19,967,017.00","$9,457,233.00","115,722","118,831","1,466,286",nan,nan,nan,nan,"44,113","9,877,143","48,693","271,501",185116.0,0.20%,46.65%,3.43%,0.41%,48.63%,0.22%,63.40%,0.00%,0.51%,0.25%,35.62%
